Unnamed: 0,"Route Id
(GTFS/Remix)","Route Name
(KCM)",Block Id,Departure Time,Arrival Time,"Distance
(mi)",Vehicle Size,"Efficiency
(kWh/mi)","Traction Energy
(kWh)","HVAC/ Aux
(kWh)","Total Energy
(kWh)",Depot,split category
1092,3a2dec00,1010,3a2dec00-B6,5:49:00,0:21:00,154.9,40,4.1,538.06,97.27,635.33,North,no split needed
151,0af42d69,1202,0af42d69-B21,8:16:00,20:46:00,107.43,60,5.92,541.51,94.64,636.14,Atlantic-Central,no split needed
3139,cae05fc9,3997,cae05fc9-B4,5:11:00,0:01:00,131.62,40,4.84,524.59,111.85,636.44,Atlantic-Central,no split needed
1091,3a2dec00,1010,3a2dec00-B5,5:34:00,0:01:00,154.66,40,4.12,540.0,96.93,636.93,North,no split needed
2808,afc215ac,1068,afc215ac-B6,6:23:00,2:04:00,128.95,40,4.94,538.3,99.07,637.38,Atlantic-Central,no split needed
3125,cae05fc9,3997,cae05fc9-B1,4:52:00,23:29:00,132.43,40,4.81,526.66,110.96,637.63,Atlantic-Central,no split needed
363,1486606d,240 - P3 Proposed (Local) (replaced 3989),1486606d-B8,8:41:00,20:29:00,173.68,40,3.67,588.51,49.42,637.93,Bellevue,no split needed
1089,3a2dec00,1010,3a2dec00-B3,5:19:00,23:41:00,154.75,40,4.12,541.65,96.59,638.23,North,no split needed
3135,cae05fc9,3997,cae05fc9-B2,4:56:00,23:31:00,132.92,40,4.8,527.55,110.83,638.38,Atlantic-Central,no split needed
1094,3a2dec00,1010,3a2dec00-B8,6:04:00,1:01:00,153.79,40,4.15,539.52,98.98,638.5,North,no split needed
3137,cae05fc9,3997,cae05fc9-B3,5:07:00,23:59:00,131.99,40,4.84,527.16,111.99,639.15,Atlantic-Central,no split needed
3730,f3353db6,1053/1043 RR (C Line),f3353db6-B13,6:00:00,19:18:00,166.87,40,3.83,550.55,89.17,639.72,Atlantic-Central,no split needed
3172,cc6927ab,1059 RR (G Line),cc6927ab-B4,5:09:00,23:44:00,96.37,60,6.64,516.11,123.84,639.94,Atlantic-Central,no split needed
2368,999090ea,3061,999090ea-B13,7:46:00,20:43:00,179.23,40,3.57,567.76,72.3,640.07,South_Interim,one split
37,007d0d7c,225 - P3 Proposed (replaced 1025),007d0d7c-B4,6:55:00,18:57:00,155.31,40,4.12,573.29,66.84,640.13,East,no split needed
3691,f27fbea6,60,f27fbea6-B15,7:04:00,18:43:00,104.31,60,6.14,550.11,90.56,640.67,Atlantic-Central,no split needed
1226,45a4dd49,1019,45a4dd49-B19,8:36:00,17:24:00,123.31,60,5.21,578.56,63.53,642.09,North,no split needed
361,1486606d,240 - P3 Proposed (Local) (replaced 3989),1486606d-B7,8:11:00,19:59:00,176.43,40,3.64,592.88,49.42,642.29,Bellevue,no split needed
2064,8b09fac2,3103,8b09fac2-B2,5:17:00,20:05:00,139.09,40,4.62,564.21,78.33,642.54,Bellevue,no split needed
1181,3f459a5f,3213,3f459a5f-B2,5:19:00,19:58:00,171.33,40,3.75,565.3,77.57,642.87,East,no split needed
2855,b425dba3,2516,b425dba3-B21,8:20:00,21:31:00,224.18,40,2.87,571.59,71.56,643.14,East,one split
2652,ab3b7982,107,ab3b7982-B5,5:19:00,19:14:00,147.59,40,4.37,568.25,75.97,644.22,South_Annex,no split needed
3168,cc6927ab,1059 RR (G Line),cc6927ab-B2,4:57:00,23:38:00,94.49,60,6.83,521.28,124.32,645.59,Atlantic-Central,no split needed
2784,afc215ac,1068,afc215ac-B4,6:08:00,1:27:00,128.24,40,5.04,545.13,101.67,646.8,Atlantic-Central,no split needed
923,30c6e352,1061,30c6e352-B9,5:44:00,0:26:00,84.16,60,7.7,523.5,124.4,647.89,Atlantic-Central,no split needed
3191,cee5172b,1063,cee5172b-B8,8:26:00,18:17:00,220.17,60,2.94,587.91,60.41,648.32,Atlantic-Central,one split
919,30c6e352,1061,30c6e352-B7,5:36:00,23:26:00,84.8,60,7.65,528.25,120.24,648.49,Atlantic-Central,no split needed
2980,c66e5351,165 (replaced 1056 & 3990),c66e5351-B11,6:23:00,17:26:00,167.12,40,3.89,585.35,64.22,649.57,South_Annex,no split needed
3152,cc6927ab,1059 RR (G Line),cc6927ab-B1,4:51:00,23:23:00,95.34,60,6.83,527.42,123.6,651.02,Atlantic-Central,no split needed
3144,cae05fc9,3997,cae05fc9-B6,5:26:00,19:31:00,101.18,60,6.44,549.61,102.24,651.84,Atlantic-Central,no split needed
1317,547bbc79,3096,547bbc79-B4,6:19:00,20:29:00,145.66,40,4.48,576.83,75.74,652.56,Bellevue,no split needed
3718,f27fbea6,60,f27fbea6-B8,6:18:00,23:14:00,146.42,40,4.46,549.27,104.06,653.33,Atlantic-Central,no split needed
3142,cae05fc9,3997,cae05fc9-B5,5:22:00,19:27:00,100.71,60,6.49,551.41,102.24,653.64,Atlantic-Central,no split needed
2858,b425dba3,2516,b425dba3-B22,8:30:00,19:25:00,159.15,60,4.11,584.4,69.9,654.31,East,one split
3170,cc6927ab,1059 RR (G Line),cc6927ab-B3,5:03:00,23:53:00,96.03,60,6.82,529.64,125.04,654.67,Atlantic-Central,no split needed
3714,f27fbea6,60,f27fbea6-B6,5:54:00,22:49:00,146.59,40,4.47,551.26,103.93,655.18,Atlantic-Central,no split needed
909,30c6e352,1061,30c6e352-B3,5:05:00,23:04:00,82.96,60,7.9,534.46,120.96,655.41,Atlantic-Central,no split needed
2290,993c5248,40 - replaced 1993 (40RR) RRIC,993c5248-B2,5:13:00,2:06:00,159.28,40,4.12,549.27,106.52,655.79,Atlantic-Central,no split needed
2134,93a80948,1048 RR (F Line) - updated,93a80948-B10,6:07:00,19:46:00,155.81,40,4.21,581.47,75.17,656.64,South_Interim,no split needed
3680,f27fbea6,60,f27fbea6-B10,6:28:00,23:43:00,144.12,40,4.56,551.39,105.36,656.75,Atlantic-Central,no split needed
553,2.14E+37,915,21435e33-B1,7:34:00,19:32:00,236.24,60,2.78,599.36,57.52,656.88,South,one split
1052,38ed0ab4,3033,38ed0ab4-B2,5:53:00,22:46:00,139.42,40,4.71,553.48,103.86,657.33,Atlantic-Central,no split needed
1229,45a4dd49,1019,45a4dd49-B21,9:36:00,18:12:00,127.36,60,5.16,595.1,62.57,657.67,North,one split
1461,66c6203f,3992,66c6203f-B1,4:37:00,21:40:00,181.11,40,3.63,570.38,87.56,657.94,Bellevue,one split
1484,66c6203f,3992,66c6203f-B7,5:37:00,23:10:00,180.02,40,3.66,568.57,89.61,658.18,Bellevue,one split
2092,9129ad03,2022,9129ad03-B5,6:17:00,20:22:00,228.07,40,2.89,582.4,76.95,659.35,South_Interim,one split
2664,ac8e3e09,124,ac8e3e09-B10,6:38:00,19:09:00,192.97,40,3.42,589.61,70.23,659.84,South_Annex,one split
1472,66c6203f,3992,66c6203f-B2,4:47:00,22:10:00,180.48,40,3.66,571.1,88.92,660.02,Bellevue,one split
1481,66c6203f,3992,66c6203f-B4,5:07:00,22:40:00,181.4,40,3.64,570.44,89.61,660.05,Bellevue,one split
917,30c6e352,1061,30c6e352-B6,5:29:00,0:04:00,83.28,60,7.93,536.35,123.84,660.18,Atlantic-Central,no split needed
867,30c6e352,1061,30c6e352-B10,5:45:00,0:34:00,83.63,60,7.9,535.66,124.96,660.61,Atlantic-Central,no split needed
2057,89473d4b,3403,89473d4b-B3,5:16:00,21:06:00,167.63,40,3.94,576.57,84.13,660.69,South_Interim,no split needed
1950,7d1cfa0e,222 - P2/P3 Proposed (Local) (replaced 3091),7d1cfa0e-B4,7:05:00,19:09:00,133.01,60,4.97,585.36,75.42,660.78,East,one split
3019,c7ffa663,3028,c7ffa663-B4,6:20:00,22:49:00,99.28,60,6.67,548.72,113.76,662.47,Atlantic-Central,no split needed
3187,cee5172b,1063,cee5172b-B4,8:06:00,17:57:00,228.64,60,2.9,602.1,60.41,662.51,Atlantic-Central,one split
865,30c6e352,1061,30c6e352-B1,4:49:00,22:28:00,83.76,60,7.92,544.27,119.36,663.62,Atlantic-Central,no split needed
2356,993c5248,40 - replaced 1993 (40RR) RRIC,993c5248-B6,5:50:00,1:59:00,161.68,40,4.11,556.13,107.62,663.74,Atlantic-Central,no split needed
3189,cee5172b,1063,cee5172b-B6,8:16:00,18:07:00,227.48,60,2.92,604.16,60.41,664.57,Atlantic-Central,one split
913,30c6e352,1061,30c6e352-B4,5:13:00,23:34:00,83.96,60,7.92,542.02,122.72,664.74,Atlantic-Central,no split needed
2360,993c5248,40 - replaced 1993 (40RR) RRIC,993c5248-B8,6:02:00,23:58:00,160.56,40,4.14,556.69,108.16,664.85,Atlantic-Central,no split needed
2658,ab3b7982,107,ab3b7982-B8,6:00:00,20:05:00,156.09,40,4.26,588.41,76.65,665.06,South_Annex,no split needed
2282,993c5248,40 - replaced 1993 (40RR) RRIC,993c5248-B16,6:48:00,0:46:00,161.09,40,4.13,556.91,108.3,665.21,Atlantic-Central,no split needed
3555,eab5da70,3114,eab5da70-B7,7:08:00,22:59:00,182.51,40,3.65,582.85,82.49,665.33,East,one split
3186,cee5172b,1063,cee5172b-B3,7:58:00,18:02:00,227.36,60,2.93,604.72,61.3,666.02,Atlantic-Central,one split
3652,ecf38107,230,ecf38107-B4,7:18:00,21:43:00,155.32,40,4.29,589.55,76.61,666.16,East,no split needed
1050,38ed0ab4,3033,38ed0ab4-B1,5:50:00,22:45:00,144.4,40,4.62,562.56,103.99,666.55,Atlantic-Central,no split needed
554,2.14E+37,915,21435e33-B2,7:07:00,19:04:00,231.47,60,2.88,609.26,57.45,666.71,South,one split
598,26c44f07,1007,26c44f07-B15,5:56:00,23:22:00,175.57,40,3.8,574.85,92.76,667.61,North,no split needed
2385,9c1653f3,3183,9c1653f3-B11,6:18:00,22:24:00,178.18,40,3.75,584.14,83.66,667.8,Bellevue,one split
2406,9c1653f3,3183,9c1653f3-B8,5:48:00,21:39:00,178.86,40,3.73,585.22,82.64,667.86,Bellevue,one split
2402,9c1653f3,3183,9c1653f3-B4,5:08:00,20:54:00,178.53,40,3.74,585.86,82.3,668.15,Bellevue,one split
3549,eab5da70,3114,eab5da70-B4,6:08:00,21:59:00,184.24,40,3.63,586.15,82.49,668.64,East,one split
3347,da284b6a,930,da284b6a-B2,6:17:00,22:54:00,173.13,40,3.86,600.13,68.72,668.85,East,no split needed
1363,59826c4f,1220,59826c4f-B4,5:23:00,0:09:00,135.74,40,4.93,560.4,108.76,669.16,Ryerson,no split needed
2760,afc215ac,1068,afc215ac-B2,5:53:00,0:57:00,132.62,40,5.05,567.5,101.67,669.17,Atlantic-Central,no split needed
834,2ecabd20,554,2ecabd20-B3,5:52:00,15:36:00,176.2,60,3.8,605.5,64.22,669.72,East,one split
3557,eab5da70,3114,eab5da70-B8,7:38:00,23:29:00,185.9,40,3.61,587.95,82.49,670.44,East,one split
276,1346a743,5,1346a743-B12,7:29:00,17:40:00,171.06,40,3.92,594.18,76.39,670.57,Atlantic-Central,no split needed
2334,993c5248,40 - replaced 1993 (40RR) RRIC,993c5248-B4,5:38:00,0:59:00,164.04,40,4.09,563.5,107.21,670.71,Atlantic-Central,no split needed
2272,993c5248,40 - replaced 1993 (40RR) RRIC,993c5248-B11,6:14:00,0:16:00,162.99,40,4.13,564.74,108.57,673.31,Atlantic-Central,no split needed
3013,c7ffa663,3028,c7ffa663-B1,5:45:00,22:44:00,102.34,60,6.59,557.97,116.16,674.13,Atlantic-Central,no split needed
124,0af42d69,1202,0af42d69-B1,4:56:00,23:51:00,162.57,40,4.15,562.75,112.19,674.95,Atlantic-Central,no split needed
3545,eab5da70,3114,eab5da70-B2,5:08:00,20:59:00,187.11,40,3.61,592.48,82.49,674.97,East,one split
3942,fed10952,1514,fed10952-B11,6:21:00,19:57:00,179.96,40,3.75,600.68,74.67,675.35,South_Annex,one split
301,1346a743,5,1346a743-B23,14:59:00,22:52:00,123.1,60,5.49,603.65,72.48,676.13,Atlantic-Central,no split needed
3950,fed10952,1514,fed10952-B15,6:51:00,20:27:00,180.11,40,3.76,602.05,74.67,676.72,South_Annex,one split
2829,b425dba3,2516,b425dba3-B1,5:40:00,20:37:00,223.06,40,3.04,598.24,78.8,677.04,East,one split
529,20fd5b30,1001 RR (E Line) - updated,20fd5b30-B38,15:59:00,22:06:00,126.8,60,5.34,616.2,61.18,677.38,Ryerson,one split
3005,c66e5351,165 (replaced 1056 & 3990),c66e5351-B6,5:13:00,23:00:00,123.68,60,5.48,620.99,56.67,677.66,South_Annex,no split needed
1691,76527d3b,1041 RR (H Line),76527d3b-B19,6:49:00,19:18:00,131.37,60,5.17,600.08,78.83,678.91,South_Annex,one split
2951,c204fdf4,50,c204fdf4-B16,15:47:00,2:16:00,119.22,60,5.7,594.04,84.96,678.99,Atlantic-Central,no split needed
1327,5914a08b,3047,5914a08b-B1,4:52:00,21:00:00,159.58,40,4.26,578.83,100.78,679.61,Atlantic-Central,no split needed
1807,77d7832b,1074,77d7832b-B15,6:49:00,22:11:00,134.2,60,5.07,571.91,108.4,680.3,Atlantic-Central,one split
3190,cee5172b,1063,cee5172b-B7,8:18:00,18:22:00,237.59,60,2.86,619.13,61.3,680.43,Atlantic-Central,one split
2475,a4df1f2e,1049 RRIC,a4df1f2e-B12,7:32:00,16:40:00,156.82,60,4.35,619.39,63.05,682.44,South_Interim,one split
2268,993c5248,40 - replaced 1993 (40RR) RRIC,993c5248-B1,4:45:00,3:21:00,173.56,40,3.94,574.19,109.26,683.44,Atlantic-Central,no split needed
1424,5ca19e1e,36 - replaced 1064 RRIC,5ca19e1e-B6,5:40:00,22:33:00,177.27,60,3.86,594.33,89.25,683.58,Atlantic-Central,one split
1676,76527d3b,1041 RR (H Line),76527d3b-B12,5:49:00,21:51:00,182.79,40,3.74,599.1,84.65,683.75,South_Annex,one split
188,0af42d69,1202,0af42d69-B7,5:51:00,0:41:00,166.36,40,4.12,573.56,111.85,685.41,Atlantic-Central,no split needed
1425,5ca19e1e,36 - replaced 1064 RRIC,5ca19e1e-B7,5:37:00,22:58:00,177.67,60,3.86,594.51,91.16,685.67,Atlantic-Central,one split
2280,993c5248,40 - replaced 1993 (40RR) RRIC,993c5248-B15,6:33:00,0:41:00,173.62,40,3.95,576.81,108.98,685.79,Atlantic-Central,no split needed
1020,382a7992,2402,382a7992-B1,4:34:00,21:52:00,293.9,40,2.34,580.17,106.68,686.85,South,one split
1674,76527d3b,1041 RR (H Line),76527d3b-B11,6:01:00,23:00:00,184.95,40,3.71,598.44,88.54,686.98,South_Annex,one split
532,20fd5b30,1001 RR (E Line) - updated,20fd5b30-B40,16:09:00,22:14:00,129.18,60,5.32,626.16,61.02,687.18,Ryerson,one split
534,20fd5b30,1001 RR (E Line) - updated,20fd5b30-B42,16:29:00,22:38:00,126.31,60,5.44,626.35,61.34,687.68,Ryerson,no split needed
2989,c66e5351,165 (replaced 1056 & 3990),c66e5351-B15,16:14:00,0:00:00,126.08,60,5.46,631.66,56.19,687.85,South_Annex,no split needed
1042,382a7992,2402,382a7992-B3,5:34:00,23:22:00,291.4,40,2.36,579.32,108.73,688.05,South,one split
810,2ecabd20,554,2ecabd20-B1,5:33:00,15:06:00,180.8,60,3.81,624.84,63.34,688.18,East,one split
1055,38ed0ab4,3033,38ed0ab4-B3,6:20:00,19:14:00,109.32,60,6.3,592.34,96.56,688.9,Atlantic-Central,no split needed
533,20fd5b30,1001 RR (E Line) - updated,20fd5b30-B41,16:19:00,22:22:00,127.6,60,5.4,628.17,60.86,689.03,Ryerson,one split
2012,881b2ba7,1040,881b2ba7-B37,8:36:00,1:03:00,135.68,60,5.08,591.06,98.17,689.23,South_Interim,one split
2312,993c5248,40 - replaced 1993 (40RR) RRIC,993c5248-B3,5:17:00,0:06:00,176.23,40,3.92,580.58,109.39,689.97,Atlantic-Central,no split needed
3192,cee5172b,1063,cee5172b-B9,8:28:00,18:32:00,245.02,60,2.82,628.81,61.3,690.11,Atlantic-Central,one split
3547,eab5da70,3114,eab5da70-B3,5:38:00,21:29:00,193.31,40,3.57,607.65,82.49,690.14,East,one split
818,2ecabd20,554,2ecabd20-B13,15:00:00,1:20:00,183.44,60,3.76,623.31,67.1,690.41,East,one split
368,17930c85,28,17930c85-B12,13:24:00,3:08:00,178.01,40,3.88,602.42,88.12,690.55,Ryerson,one split
2065,8b09fac2,3103,8b09fac2-B3,5:47:00,21:58:00,151.52,40,4.56,606.85,84.0,690.85,Bellevue,no split needed
2848,b425dba3,2516,b425dba3-B18,7:50:00,18:37:00,176.3,60,3.92,621.67,69.26,690.93,East,one split
2940,c204fdf4,50,c204fdf4-B11,8:41:00,0:46:00,167.23,40,4.14,591.43,100.58,692.0,Atlantic-Central,no split needed
2063,8b09fac2,3103,8b09fac2-B1,4:47:00,21:13:00,152.54,40,4.54,607.27,85.03,692.3,Bellevue,no split needed
2066,8b09fac2,3103,8b09fac2-B4,6:17:00,22:43:00,151.68,40,4.56,607.4,85.03,692.42,Bellevue,no split needed
2748,afc215ac,1068,afc215ac-B1,5:33:00,0:42:00,139.05,40,4.98,587.38,105.09,692.47,Atlantic-Central,no split needed
1312,50d6bd83,1994,50d6bd83-B8,6:00:00,22:11:00,164.26,40,4.22,605.59,87.64,693.22,North,no split needed
3683,f27fbea6,60,f27fbea6-B11,6:32:00,19:26:00,110.33,60,6.29,597.12,96.56,693.67,Atlantic-Central,no split needed
2772,afc215ac,1068,afc215ac-B3,6:03:00,1:12:00,141.19,40,4.92,588.82,106.11,694.94,Atlantic-Central,no split needed
2358,993c5248,40 - replaced 1993 (40RR) RRIC,993c5248-B7,5:55:00,0:43:00,177.26,40,3.92,585.62,109.53,695.14,Atlantic-Central,one split
1021,382a7992,2402,382a7992-B10,7:04:00,0:22:00,292.91,40,2.37,588.5,106.68,695.18,South,one split
1954,7d1cfa0e,222 - P2/P3 Proposed (Local) (replaced 3091),7d1cfa0e-B6,7:36:00,19:39:00,134.42,60,5.18,620.43,75.34,695.78,East,one split
3553,eab5da70,3114,eab5da70-B6,6:38:00,22:29:00,195.64,40,3.56,613.96,82.49,696.45,East,one split
1031,382a7992,2402,382a7992-B2,5:04:00,22:52:00,292.01,40,2.39,588.08,108.73,696.81,South,one split
1190,3f459a5f,3213,3f459a5f-B6,8:41:00,19:49:00,147.31,60,4.74,626.63,70.94,697.57,East,one split
419,1b214cf8,542,1b214cf8-B3,5:04:00,13:29:00,280.83,40,2.48,645.65,52.01,697.66,East,one split
3188,cee5172b,1063,cee5172b-B5,8:08:00,18:12:00,250.93,60,2.78,636.73,61.3,698.02,Atlantic-Central,one split
838,2ecabd20,554,2ecabd20-B5,6:12:00,16:01:00,181.74,60,3.85,634.17,64.62,698.8,East,one split
2851,b425dba3,2516,b425dba3-B2,5:50:00,21:17:00,233.73,40,3.0,619.27,80.85,700.12,East,one split
2008,881b2ba7,1040,881b2ba7-B33,8:12:00,0:33:00,138.0,60,5.08,602.89,97.69,700.58,South_Interim,one split
2354,993c5248,40 - replaced 1993 (40RR) RRIC,993c5248-B5,5:45:00,1:36:00,177.27,40,3.95,591.91,108.85,700.76,Atlantic-Central,one split
2016,881b2ba7,1040,881b2ba7-B40,9:00:00,1:19:00,138.12,60,5.08,603.49,97.53,701.02,South_Interim,one split
1971,7f6d5cf8,3073,7f6d5cf8-B8,7:39:00,20:23:00,191.59,40,3.66,629.64,71.42,701.05,South_Interim,one split
3525,e56edb42,125,e56edb42-B5,6:28:00,23:40:00,206.18,40,3.4,596.31,105.16,701.46,Atlantic-Central,one split
3900,f99b3605,I-405 BRT  - updated,f99b3605-B7,6:06:00,19:55:00,337.98,40,2.08,626.58,75.56,702.14,South_Annex,one split
1046,382a7992,2402,382a7992-B6,6:04:00,23:52:00,293.37,40,2.39,593.43,108.73,702.16,South,one split
3343,da284b6a,930,da284b6a-B1,5:47:00,22:51:00,171.95,40,4.09,632.1,70.57,702.66,East,no split needed
2873,b425dba3,2516,b425dba3-B3,6:00:00,21:37:00,231.04,40,3.04,621.67,81.53,703.2,East,one split
832,2ecabd20,554,2ecabd20-B2,5:43:00,15:21:00,184.65,60,3.81,639.72,63.74,703.47,East,one split
2481,a4df1f2e,1049 RRIC,a4df1f2e-B18,8:32:00,17:40:00,157.36,60,4.47,641.12,63.05,704.17,South_Interim,one split
41,007d0d7c,225 - P3 Proposed (replaced 1025),007d0d7c-B6,7:50:00,21:42:00,168.19,40,4.19,629.84,74.36,704.2,East,no split needed
3523,e56edb42,125,e56edb42-B4,6:09:00,23:10:00,203.04,40,3.47,600.59,104.4,705.0,Atlantic-Central,one split
836,2ecabd20,554,2ecabd20-B4,6:02:00,15:51:00,184.48,60,3.82,640.4,64.62,705.02,East,one split
1967,7f6d5cf8,3073,7f6d5cf8-B4,6:11:00,19:08:00,195.94,40,3.6,633.12,72.3,705.43,South_Interim,one split
3649,ecf38107,230,ecf38107-B2,6:48:00,21:26:00,127.57,60,5.53,629.31,76.3,705.62,East,one split
526,20fd5b30,1001 RR (E Line) - updated,20fd5b30-B35,15:48:00,22:29:00,148.25,60,4.76,641.99,63.9,705.89,Ryerson,one split
33,007d0d7c,225 - P3 Proposed (replaced 1025),007d0d7c-B2,6:20:00,0:42:00,172.36,40,4.1,632.6,73.33,705.93,East,no split needed
1399,5c746323,1037,5c746323-B11,9:53:00,1:10:00,180.73,40,3.91,607.89,98.41,706.3,South,one split
816,2ecabd20,554,2ecabd20-B12,14:45:00,0:52:00,187.03,60,3.78,640.39,66.06,706.45,East,one split
3717,f27fbea6,60,f27fbea6-B7,6:08:00,21:33:00,117.42,60,6.02,607.52,98.96,706.47,Atlantic-Central,no split needed
2010,881b2ba7,1040,881b2ba7-B35,8:24:00,0:48:00,139.1,60,5.08,608.57,97.93,706.5,South_Interim,one split
1885,7aad9e52,251 - P3 Proposed (Local) (replaced 3090),7aad9e52-B2,6:11:00,0:33:00,224.56,40,3.15,613.75,92.81,706.56,East,one split
1889,7aad9e52,251 - P3 Proposed (Local) (replaced 3090),7aad9e52-B4,7:11:00,1:33:00,225.11,40,3.14,613.83,92.81,706.64,East,one split
1887,7aad9e52,251 - P3 Proposed (Local) (replaced 3090),7aad9e52-B3,6:41:00,1:03:00,224.97,40,3.14,614.2,92.81,707.01,East,one split
842,2ecabd20,554,2ecabd20-B7,6:22:00,16:11:00,183.93,60,3.84,642.44,64.62,707.07,East,one split
2446,a1b7879a,67,a1b7879a-B3,5:40:00,1:42:00,166.46,40,4.25,624.53,82.73,707.26,North,no split needed
391,1b214cf8,542,1b214cf8-B10,6:04:00,17:22:00,278.27,40,2.54,643.46,63.83,707.29,East,one split
814,2ecabd20,554,2ecabd20-B11,14:30:00,0:50:00,186.34,60,3.8,640.51,67.1,707.62,East,one split
3724,f3353db6,1053/1043 RR (C Line),f3353db6-B10,5:47:00,19:50:00,190.28,40,3.72,615.78,92.24,708.02,Atlantic-Central,one split
39,007d0d7c,225 - P3 Proposed (replaced 1025),007d0d7c-B5,7:20:00,20:57:00,170.59,40,4.15,634.75,73.33,708.08,East,no split needed
3185,cee5172b,1063,cee5172b-B2,7:56:00,18:42:00,243.3,60,2.91,643.98,64.17,708.15,Atlantic-Central,one split
887,30c6e352,1061,30c6e352-B2,4:57:00,23:56:00,90.12,60,7.86,582.49,125.76,708.25,Atlantic-Central,no split needed
1334,5914a08b,3047,5914a08b-B4,8:43:00,21:30:00,128.37,60,5.52,612.35,96.0,708.35,Atlantic-Central,one split
3787,f4883a72,3988,f4883a72-B2,5:09:00,21:26:00,148.61,60,4.77,611.41,97.07,708.48,South_Annex,one split
3678,f27fbea6,60,f27fbea6-B1,3:53:00,23:37:00,155.2,40,4.57,599.5,109.26,708.76,Atlantic-Central,no split needed
1883,7aad9e52,251 - P3 Proposed (Local) (replaced 3090),7aad9e52-B1,5:41:00,2:03:00,226.57,40,3.13,616.75,92.81,709.55,East,one split
3700,f27fbea6,60,f27fbea6-B2,4:23:00,23:07:00,155.92,40,4.56,601.81,108.57,710.38,Atlantic-Central,no split needed
3527,e56edb42,125,e56edb42-B6,6:48:00,0:10:00,206.66,40,3.44,604.97,105.84,710.81,Atlantic-Central,one split
3732,f3353db6,1053/1043 RR (C Line),f3353db6-B14,6:03:00,20:36:00,190.62,40,3.73,616.91,94.29,711.2,Atlantic-Central,one split
527,20fd5b30,1001 RR (E Line) - updated,20fd5b30-B36,15:49:00,21:58:00,131.45,60,5.41,650.04,61.34,711.37,Ryerson,one split
3200,cfa9dc33,3998,cfa9dc33-B3,5:32:00,19:42:00,122.9,60,5.79,624.55,86.91,711.46,South_Annex,no split needed
3712,f27fbea6,60,f27fbea6-B5,5:38:00,0:02:00,156.23,40,4.55,601.52,110.08,711.6,Atlantic-Central,no split needed
1215,452acb62,101,452acb62-B9,6:02:00,19:47:00,205.52,40,3.46,619.57,92.12,711.69,South,one split
3521,e56edb42,125,e56edb42-B3,5:48:00,22:35:00,204.97,40,3.47,608.37,103.45,711.82,Atlantic-Central,one split
528,20fd5b30,1001 RR (E Line) - updated,20fd5b30-B37,15:58:00,22:45:00,150.55,60,4.73,648.22,64.38,712.59,Ryerson,one split
3708,f27fbea6,60,f27fbea6-B3,4:53:00,1:07:00,155.41,40,4.59,604.16,108.57,712.73,Atlantic-Central,no split needed
3710,f27fbea6,60,f27fbea6-B4,5:18:00,0:07:00,156.43,40,4.56,603.92,108.85,712.77,Atlantic-Central,no split needed
846,2ecabd20,554,2ecabd20-B9,6:42:00,21:51:00,180.58,60,3.95,622.73,90.22,712.95,East,one split
3791,f4883a72,3988,f4883a72-B4,6:09:00,22:26:00,151.1,60,4.72,616.78,97.07,713.85,South_Annex,one split
3789,f4883a72,3988,f4883a72-B3,5:39:00,21:56:00,150.07,60,4.76,616.82,97.07,713.89,South_Annex,one split
1805,77d7832b,1074,77d7832b-B14,6:39:00,23:04:00,138.0,60,5.17,600.68,113.44,714.11,Atlantic-Central,one split
2123,935c8aaa,3122,935c8aaa-B5,6:00:00,21:51:00,219.29,40,3.26,614.54,99.62,714.16,Atlantic-Central,one split
572,2473c762,3221,2473c762-B5,6:45:00,18:58:00,126.39,60,5.65,620.29,94.39,714.68,South,no split needed
1865,77d7832b,1074,77d7832b-B9,5:59:00,22:04:00,137.65,60,5.2,603.59,111.84,715.42,Atlantic-Central,one split
2448,a1b7879a,67,a1b7879a-B4,6:10:00,2:42:00,165.71,40,4.32,630.78,84.78,715.56,North,no split needed
1198,452acb62,101,452acb62-B10,6:17:00,20:02:00,206.31,40,3.47,623.47,92.12,715.59,South,one split
2455,a1b7879a,67,a1b7879a-B7,8:52:00,4:10:00,113.87,60,6.28,622.41,93.23,715.65,North,no split needed
258,0d82aed9,181 (replaced 1052 RRIC),0d82aed9-B8,5:51:00,21:08:00,187.05,40,3.83,617.34,98.41,715.75,South,one split
588,262671a6,B Line B-Line Rapid Ride,262671a6-B7,7:28:00,22:44:00,183.85,40,3.89,652.14,63.63,715.77,Bellevue,one split
618,26c44f07,1007,26c44f07-B4,5:06:00,22:52:00,184.88,40,3.87,621.73,94.13,715.86,North,one split
255,0d82aed9,181 (replaced 1052 RRIC),0d82aed9-B5,5:12:00,21:28:00,186.49,40,3.84,617.07,99.09,716.17,South,one split
1955,7d1cfa0e,222 - P2/P3 Proposed (Local) (replaced 3091),7d1cfa0e-B7,8:07:00,0:54:00,190.36,40,3.76,630.11,86.32,716.43,East,one split
1308,50d6bd83,1994,50d6bd83-B4,5:15:00,22:19:00,168.75,40,4.25,626.54,91.26,717.8,North,no split needed
525,20fd5b30,1001 RR (E Line) - updated,20fd5b30-B34,15:39:00,21:42:00,133.99,60,5.36,657.2,60.86,718.05,Ryerson,one split
425,1b214cf8,542,1b214cf8-B6,5:34:00,14:14:00,291.15,40,2.47,665.11,53.04,718.15,East,one split
